<Identification>,Filename,BuilderRawFirst5,BuilderAssignedCode
pre-2000-single_EX-0433,pre-2000-single_EX-0433.H2K,,1000
pre-2000-single_EX-0434,pre-2000-single_EX-0434.H2K,,1000
pre-2000-single_EX-0435,pre-2000-single_EX-0435.H2K,,1000
pre-2000-single_EX-0436,pre-2000-single_EX-0436.H2K,,1000
pre-2000-single_EX-0437,pre-2000-single_EX-0437.H2K,,1000
pre-2000-single_EX-0438,pre-2000-single_EX-0438.H2K,,1000
pre-2000-single_EX-0439,pre-2000-single_EX-0439.H2K,,1000
pre-2000-single_EX-0440,pre-2000-single_EX-0440.H2K,,1000
pre-2000-single_EX-0441,pre-2000-single_EX-0441.H2K,,1000
pre-2000-single_EX-0442,pre-2000-single_EX-0442.H2K,,1000
pre-2000-single_EX-0443,pre-2000-single_EX-0443.H2K,,1000
pre-2000-single_EX-0444,pre-2000-single_EX-0444.H2K,,1000
pre-2000-single_EX-0445,pre-2000-single_EX-0445.H2K,,1000
pre-2000-single_EX-0446,pre-2000-single_EX-0446.H2K,,1000
pre-2000-single_EX-0447,pre-2000-single_EX-0447.H2K,,1000
pre-2000-single_EX-0448,pre-2000-single_EX-0448.H2K,,1000
pre-2000-single_EX-0449,pre-2000-single_EX-0449.H2K,,1000
pre-2000-single_EX-0450,pre-2000-single_EX-0450.H2K,,1000
pre-2000-single_EX-0451,pre-2000-single_EX-0451.H2K,,1000
pre-2000-single_EX-0452,pre-2000-single_EX-0452.H2K,,1000
pre-2000-single_EX-0453,pre-2000-single_EX-0453.H2K,,1000
pre-2000-single_EX-0454,pre-2000-single_EX-0454.H2K,,1000
pre-2000-single_EX-0455,pre-2000-single_EX-0455.H2K,,1000
pre-2000-single_EX-0456,pre-2000-single_EX-0456.H2K,,1000
pre-2000-single_EX-0457,pre-2000-single_EX-0457.H2K,,1000
pre-2000-single_EX-0458,pre-2000-single_EX-0458.H2K,,1000
pre-2000-single_EX-0459,pre-2000-single_EX-0459.H2K,,1000
pre-2000-single_EX-0460,pre-2000-single_EX-0460.H2K,,1000
pre-2000-single_EX-0461,pre-2000-single_EX-0461.H2K,,1000
pre-2000-single_EX-0462,pre-2000-single_EX-0462.H2K,,1000
pre-2000-single_EX-0463,pre-2000-single_EX-0463.H2K,,1000
pre-2000-single_EX-0464,pre-2000-single_EX-0464.H2K,,1000
pre-2000-single_EX-0465,pre-2000-single_EX-0465.H2K,,1000
pre-2000-single_EX-0466,pre-2000-single_EX-0466.H2K,,1000
pre-2000-single_EX-0467,pre-2000-single_EX-0467.H2K,,1000
pre-2000-single_EX-0468,pre-2000-single_EX-0468.H2K,,1000
pre-2000-single_EX-0469,pre-2000-single_EX-0469.H2K,,1000
pre-2000-single_EX-0470,pre-2000-single_EX-0470.H2K,,1000
pre-2000-single_EX-0471,pre-2000-single_EX-0471.H2K,,1000
pre-2000-single_EX-0472,pre-2000-single_EX-0472.H2K,,1000
pre-2000-single_EX-0473,pre-2000-single_EX-0473.H2K,,1000
pre-2000-single_EX-0474,pre-2000-single_EX-0474.H2K,,1000
pre-2000-single_EX-0475,pre-2000-single_EX-0475.H2K,,1000
pre-2000-single_EX-0476,pre-2000-single_EX-0476.H2K,,1000
pre-2000-single_EX-0477,pre-2000-single_EX-0477.H2K,,1000
pre-2000-single_EX-0478,pre-2000-single_EX-0478.H2K,,1000
pre-2000-single_EX-0479,pre-2000-single_EX-0479.H2K,,1000
pre-2000-single_EX-0480,pre-2000-single_EX-0480.H2K,,1000
pre-2000-single_EX-0481,pre-2000-single_EX-0481.H2K,,1000
pre-2000-single_EX-0482,pre-2000-single_EX-0482.H2K,,1000
pre-2000-single_EX-0483,pre-2000-single_EX-0483.H2K,,1000
pre-2000-single_EX-0484,pre-2000-single_EX-0484.H2K,,1000
pre-2000-single_EX-0485,pre-2000-single_EX-0485.H2K,,1000
pre-2000-single_EX-0486,pre-2000-single_EX-0486.H2K,,1000
pre-2000-single_EX-0487,pre-2000-single_EX-0487.H2K,,1000
pre-2000-single_EX-0488,pre-2000-single_EX-0488.H2K,,1000
pre-2000-single_EX-0489,pre-2000-single_EX-0489.H2K,,1000
pre-2000-single_EX-0490,pre-2000-single_EX-0490.H2K,,1000
pre-2000-single_EX-0491,pre-2000-single_EX-0491.H2K,,1000
pre-2000-single_EX-0492,pre-2000-single_EX-0492.H2K,,1000
pre-2000-single_EX-0493,pre-2000-single_EX-0493.H2K,,1000
pre-2000-single_EX-0494,pre-2000-single_EX-0494.H2K,,1000
pre-2000-single_EX-0495,pre-2000-single_EX-0495.H2K,,1000
pre-2000-single_EX-0496,pre-2000-single_EX-0496.H2K,,1000
pre-2000-single_EX-0497,pre-2000-single_EX-0497.H2K,,1000
pre-2000-single_EX-0498,pre-2000-single_EX-0498.H2K,,1000
pre-2000-single_EX-0499,pre-2000-single_EX-0499.H2K,,1000
pre-2000-single_EX-0500,pre-2000-single_EX-0500.H2K,,1000
pre-2000-single_EX-0501,pre-2000-single_EX-0501.H2K,,1000
pre-2000-single_EX-0502,pre-2000-single_EX-0502.H2K,,1000
pre-2000-single_EX-0503,pre-2000-single_EX-0503.H2K,,1000
pre-2000-single_EX-0504,pre-2000-single_EX-0504.H2K,,1000
pre-2000-single_EX-0505,pre-2000-single_EX-0505.H2K,,1000
pre-2000-single_EX-0506,pre-2000-single_EX-0506.H2K,,1000
pre-2000-single_EX-0507,pre-2000-single_EX-0507.H2K,,1000
pre-2000-single_EX-0508,pre-2000-single_EX-0508.H2K,,1000
pre-2000-single_EX-0509,pre-2000-single_EX-0509.H2K,,1000
pre-2000-single_EX-0510,pre-2000-single_EX-0510.H2K,,1000
pre-2000-single_EX-0511,pre-2000-single_EX-0511.H2K,,1000
pre-2000-single_EX-0512,pre-2000-single_EX-0512.H2K,,1000
pre-2000-single_EX-0513,pre-2000-single_EX-0513.H2K,,1000
pre-2000-single_EX-0514,pre-2000-single_EX-0514.H2K,,1000
pre-2000-single_EX-0515,pre-2000-single_EX-0515.H2K,,1000
pre-2000-single_EX-0516,pre-2000-single_EX-0516.H2K,,1000
pre-2000-single_EX-0517,pre-2000-single_EX-0517.H2K,,1000
pre-2000-single_EX-0518,pre-2000-single_EX-0518.H2K,,1000
pre-2000-single_EX-0519,pre-2000-single_EX-0519.H2K,,1000
pre-2000-single_EX-0520,pre-2000-single_EX-0520.H2K,,1000
pre-2000-single_EX-0521,pre-2000-single_EX-0521.H2K,,1000
pre-2000-single_EX-0522,pre-2000-single_EX-0522.H2K,,1000
pre-2000-single_EX-0523,pre-2000-single_EX-0523.H2K,,1000
pre-2000-single_EX-0524,pre-2000-single_EX-0524.H2K,,1000
pre-2000-single_EX-0525,pre-2000-single_EX-0525.H2K,,1000
pre-2000-single_EX-0526,pre-2000-single_EX-0526.H2K,,1000
pre-2000-single_EX-0527,pre-2000-single_EX-0527.H2K,,1000
pre-2000-single_EX-0528,pre-2000-single_EX-0528.H2K,,1000
pre-2000-single_EX-0529,pre-2000-single_EX-0529.H2K,,1000
pre-2000-single_EX-0530,pre-2000-single_EX-0530.H2K,,1000
pre-2000-single_EX-0531,pre-2000-single_EX-0531.H2K,,1000
pre-2000-single_EX-0532,pre-2000-single_EX-0532.H2K,,1000
pre-2000-single_EX-0533,pre-2000-single_EX-0533.H2K,,1000
pre-2000-single_EX-0534,pre-2000-single_EX-0534.H2K,,1000
pre-2000-single_EX-0535,pre-2000-single_EX-0535.H2K,,1000
pre-2000-single_EX-0536,pre-2000-single_EX-0536.H2K,,1000
pre-2000-single_EX-0537,pre-2000-single_EX-0537.H2K,,1000
pre-2000-single_EX-0538,pre-2000-single_EX-0538.H2K,,1000
pre-2000-single_EX-0539,pre-2000-single_EX-0539.H2K,,1000
pre-2000-single_EX-0540,pre-2000-single_EX-0540.H2K,,1000
pre-2000-single_EX-0541,pre-2000-single_EX-0541.H2K,,1000
pre-2000-single_EX-0542,pre-2000-single_EX-0542.H2K,,1000
pre-2000-single_EX-0543,pre-2000-single_EX-0543.H2K,,1000
pre-2000-single_EX-0544,pre-2000-single_EX-0544.H2K,,1000
pre-2000-single_EX-0545,pre-2000-single_EX-0545.H2K,,1000
pre-2000-single_EX-0546,pre-2000-single_EX-0546.H2K,,1000
pre-2000-single_EX-0547,pre-2000-single_EX-0547.H2K,,1000
pre-2000-single_EX-0548,pre-2000-single_EX-0548.H2K,,1000
pre-2000-single_EX-0549,pre-2000-single_EX-0549.H2K,,1000
pre-2000-single_EX-0550,pre-2000-single_EX-0550.H2K,,1000
pre-2000-single_EX-0551,pre-2000-single_EX-0551.H2K,,1000
pre-2000-single_EX-0552,pre-2000-single_EX-0552.H2K,,1000
pre-2000-single_EX-0553,pre-2000-single_EX-0553.H2K,,1000
pre-2000-single_EX-0554,pre-2000-single_EX-0554.H2K,,1000
pre-2000-single_EX-0555,pre-2000-single_EX-0555.H2K,,1000
pre-2000-single_EX-0556,pre-2000-single_EX-0556.H2K,,1000
pre-2000-single_EX-0557,pre-2000-single_EX-0557.H2K,,1000
pre-2000-single_EX-0558,pre-2000-single_EX-0558.H2K,,1000
pre-2000-single_EX-0559,pre-2000-single_EX-0559.H2K,,1000
pre-2000-single_EX-0560,pre-2000-single_EX-0560.H2K,,1000
pre-2000-single_EX-0561,pre-2000-single_EX-0561.H2K,,1000
pre-2000-single_EX-0562,pre-2000-single_EX-0562.H2K,,1000
pre-2000-single_EX-0563,pre-2000-single_EX-0563.H2K,,1000
pre-2000-single_EX-0564,pre-2000-single_EX-0564.H2K,,1000
pre-2000-single_EX-0565,pre-2000-single_EX-0565.H2K,,1000
pre-2000-single_EX-0566,pre-2000-single_EX-0566.H2K,,1000
pre-2000-single_EX-0567,pre-2000-single_EX-0567.H2K,,1000
pre-2000-single_EX-0568,pre-2000-single_EX-0568.H2K,,1000
pre-2000-single_EX-0569,pre-2000-single_EX-0569.H2K,,1000
pre-2000-single_EX-0570,pre-2000-single_EX-0570.H2K,,1000
pre-2000-single_EX-0571,pre-2000-single_EX-0571.H2K,,1000
pre-2000-single_EX-0572,pre-2000-single_EX-0572.H2K,,1000
pre-2000-single_EX-0573,pre-2000-single_EX-0573.H2K,,1000
pre-2000-single_EX-0574,pre-2000-single_EX-0574.H2K,,1000
pre-2000-single_EX-0575,pre-2000-single_EX-0575.H2K,,1000
pre-2000-single_EX-0576,pre-2000-single_EX-0576.H2K,,1000
pre-2000-single_EX-0577,pre-2000-single_EX-0577.H2K,,1000
pre-2000-single_EX-0578,pre-2000-single_EX-0578.H2K,,1000
pre-2000-single_EX-0579,pre-2000-single_EX-0579.H2K,,1000
pre-2000-single_EX-0580,pre-2000-single_EX-0580.H2K,,1000
pre-2000-single_EX-0581,pre-2000-single_EX-0581.H2K,,1000
pre-2000-single_EX-0582,pre-2000-single_EX-0582.H2K,,1000
pre-2000-single_EX-0583,pre-2000-single_EX-0583.H2K,,1000
pre-2000-single_EX-0584,pre-2000-single_EX-0584.H2K,,1000
pre-2000-single_EX-0585,pre-2000-single_EX-0585.H2K,,1000
pre-2000-single_EX-0586,pre-2000-single_EX-0586.H2K,,1000
pre-2000-single_EX-0587,pre-2000-single_EX-0587.H2K,,1000
pre-2000-single_EX-0588,pre-2000-single_EX-0588.H2K,,1000
pre-2000-single_EX-0589,pre-2000-single_EX-0589.H2K,,1000
pre-2000-single_EX-0590,pre-2000-single_EX-0590.H2K,,1000
pre-2000-single_EX-0591,pre-2000-single_EX-0591.H2K,,1000
pre-2000-single_EX-0592,pre-2000-single_EX-0592.H2K,,1000
pre-2000-single_EX-0593,pre-2000-single_EX-0593.H2K,,1000
pre-2000-single_EX-0594,pre-2000-single_EX-0594.H2K,,1000
pre-2000-single_EX-0595,pre-2000-single_EX-0595.H2K,,1000
pre-2000-single_EX-0596,pre-2000-single_EX-0596.H2K,,1000
pre-2000-single_EX-0597,pre-2000-single_EX-0597.H2K,,1000
pre-2000-single_EX-0598,pre-2000-single_EX-0598.H2K,,1000
pre-2000-single_EX-0599,pre-2000-single_EX-0599.H2K,,1000
pre-2000-single_EX-0600,pre-2000-single_EX-0600.H2K,,1000
pre-2000-single_EX-0601,pre-2000-single_EX-0601.H2K,,1000
pre-2000-single_EX-0602,pre-2000-single_EX-0602.H2K,,1000
pre-2000-single_EX-0603,pre-2000-single_EX-0603.H2K,,1000
pre-2000-single_EX-0604,pre-2000-single_EX-0604.H2K,,1000
pre-2000-single_EX-0605,pre-2000-single_EX-0605.H2K,,1000
pre-2000-single_EX-0606,pre-2000-single_EX-0606.H2K,,1000
pre-2000-single_EX-0607,pre-2000-single_EX-0607.H2K,,1000
pre-2000-single_EX-0608,pre-2000-single_EX-0608.H2K,,1000
pre-2000-single_EX-0609,pre-2000-single_EX-0609.H2K,,1000
pre-2000-single_EX-0610,pre-2000-single_EX-0610.H2K,,1000
pre-2000-single_EX-0611,pre-2000-single_EX-0611.H2K,,1000
pre-2000-single_EX-0612,pre-2000-single_EX-0612.H2K,,1000
pre-2000-single_EX-0613,pre-2000-single_EX-0613.H2K,,1000
pre-2000-single_EX-0614,pre-2000-single_EX-0614.H2K,,1000
pre-2000-single_EX-0615,pre-2000-single_EX-0615.H2K,,1000
pre-2000-single_EX-0616,pre-2000-single_EX-0616.H2K,,1000
pre-2000-single_EX-0617,pre-2000-single_EX-0617.H2K,,1000
pre-2000-single_EX-0618,pre-2000-single_EX-0618.H2K,,1000
pre-2000-single_EX-0619,pre-2000-single_EX-0619.H2K,,1000
pre-2000-single_EX-0620,pre-2000-single_EX-0620.H2K,,1000
pre-2000-single_EX-0621,pre-2000-single_EX-0621.H2K,,1000
pre-2000-single_EX-0622,pre-2000-single_EX-0622.H2K,,1000
pre-2000-single_EX-0623,pre-2000-single_EX-0623.H2K,,1000
pre-2000-single_EX-0624,pre-2000-single_EX-0624.H2K,,1000
pre-2000-single_EX-0625,pre-2000-single_EX-0625.H2K,,1000
pre-2000-single_EX-0626,pre-2000-single_EX-0626.H2K,,1000
pre-2000-single_EX-0627,pre-2000-single_EX-0627.H2K,,1000
pre-2000-single_EX-0628,pre-2000-single_EX-0628.H2K,,1000
pre-2000-single_EX-0629,pre-2000-single_EX-0629.H2K,,1000
pre-2000-single_EX-0630,pre-2000-single_EX-0630.H2K,,1000
pre-2000-single_EX-0631,pre-2000-single_EX-0631.H2K,,1000
pre-2000-single_EX-0632,pre-2000-single_EX-0632.H2K,,1000
pre-2000-single_EX-0633,pre-2000-single_EX-0633.H2K,,1000
pre-2000-single_EX-0634,pre-2000-single_EX-0634.H2K,,1000
pre-2000-single_EX-0635,pre-2000-single_EX-0635.H2K,,1000
pre-2000-single_EX-0636,pre-2000-single_EX-0636.H2K,,1000
pre-2000-single_EX-0637,pre-2000-single_EX-0637.H2K,,1000
pre-2000-single_EX-0638,pre-2000-single_EX-0638.H2K,,1000
pre-2000-single_EX-0639,pre-2000-single_EX-0639.H2K,,1000
pre-2000-single_EX-0640,pre-2000-single_EX-0640.H2K,,1000
pre-2000-single_EX-0641,pre-2000-single_EX-0641.H2K,,1000
pre-2000-single_EX-0642,pre-2000-single_EX-0642.H2K,,1000
pre-2000-single_EX-0643,pre-2000-single_EX-0643.H2K,,1000
pre-2000-single_EX-0644,pre-2000-single_EX-0644.H2K,,1000
pre-2000-single_EX-0645,pre-2000-single_EX-0645.H2K,,1000
pre-2000-single_EX-0646,pre-2000-single_EX-0646.H2K,,1000
pre-2000-single_EX-0647,pre-2000-single_EX-0647.H2K,,1000
pre-2000-single_EX-0648,pre-2000-single_EX-0648.H2K,,1000
pre-2000-single_EX-0649,pre-2000-single_EX-0649.H2K,,1000
pre-2000-single_EX-0650,pre-2000-single_EX-0650.H2K,,1000
pre-2000-single_EX-0651,pre-2000-single_EX-0651.H2K,,1000
pre-2000-single_EX-0652,pre-2000-single_EX-0652.H2K,,1000
pre-2000-single_EX-0653,pre-2000-single_EX-0653.H2K,,1000
pre-2000-single_EX-0654,pre-2000-single_EX-0654.H2K,,1000
pre-2000-single_EX-0655,pre-2000-single_EX-0655.H2K,,1000
pre-2000-single_EX-0656,pre-2000-single_EX-0656.H2K,,1000
pre-2000-single_EX-0657,pre-2000-single_EX-0657.H2K,,1000
pre-2000-single_EX-0658,pre-2000-single_EX-0658.H2K,,1000
pre-2000-single_EX-0659,pre-2000-single_EX-0659.H2K,,1000
pre-2000-single_EX-0660,pre-2000-single_EX-0660.H2K,,1000
pre-2000-single_EX-0661,pre-2000-single_EX-0661.H2K,,1000
pre-2000-single_EX-0662,pre-2000-single_EX-0662.H2K,,1000
pre-2000-single_EX-0663,pre-2000-single_EX-0663.H2K,,1000
pre-2000-single_EX-0664,pre-2000-single_EX-0664.H2K,,1000
pre-2000-single_EX-0665,pre-2000-single_EX-0665.H2K,,1000
pre-2000-single_EX-0666,pre-2000-single_EX-0666.H2K,,1000
pre-2000-single_EX-0667,pre-2000-single_EX-0667.H2K,,1000
pre-2000-single_EX-0668,pre-2000-single_EX-0668.H2K,,1000
pre-2000-single_EX-0669,pre-2000-single_EX-0669.H2K,,1000
pre-2000-single_EX-0670,pre-2000-single_EX-0670.H2K,,1000
pre-2000-single_EX-0671,pre-2000-single_EX-0671.H2K,,1000
pre-2000-single_EX-0672,pre-2000-single_EX-0672.H2K,,1000
pre-2000-single_EX-0673,pre-2000-single_EX-0673.H2K,,1000
pre-2000-single_EX-0674,pre-2000-single_EX-0674.H2K,,1000
pre-2000-single_EX-0675,pre-2000-single_EX-0675.H2K,,1000
pre-2000-single_EX-0676,pre-2000-single_EX-0676.H2K,,1000
pre-2000-single_EX-0677,pre-2000-single_EX-0677.H2K,,1000
pre-2000-single_EX-0678,pre-2000-single_EX-0678.H2K,,1000
pre-2000-single_EX-0679,pre-2000-single_EX-0679.H2K,,1000
pre-2000-single_EX-0680,pre-2000-single_EX-0680.H2K,,1000
pre-2000-single_EX-0681,pre-2000-single_EX-0681.H2K,,1000
pre-2000-single_EX-0682,pre-2000-single_EX-0682.H2K,,1000
pre-2000-single_EX-0683,pre-2000-single_EX-0683.H2K,,1000
pre-2000-single_EX-0684,pre-2000-single_EX-0684.H2K,,1000
pre-2000-single_EX-0685,pre-2000-single_EX-0685.H2K,,1000
pre-2000-single_EX-0686,pre-2000-single_EX-0686.H2K,,1000
pre-2000-single_EX-0687,pre-2000-single_EX-0687.H2K,,1000
pre-2000-single_EX-0688,pre-2000-single_EX-0688.H2K,,1000
pre-2000-single_EX-0689,pre-2000-single_EX-0689.H2K,,1000
pre-2000-single_EX-0690,pre-2000-single_EX-0690.H2K,,1000
pre-2000-single_EX-0691,pre-2000-single_EX-0691.H2K,,1000
pre-2000-single_EX-0692,pre-2000-single_EX-0692.H2K,,1000
pre-2000-single_EX-0693,pre-2000-single_EX-0693.H2K,,1000
pre-2000-single_EX-0694,pre-2000-single_EX-0694.H2K,,1000
pre-2000-single_EX-0695,pre-2000-single_EX-0695.H2K,,1000
pre-2000-single_EX-0696,pre-2000-single_EX-0696.H2K,,1000
pre-2000-single_EX-0697,pre-2000-single_EX-0697.H2K,,1000
pre-2000-single_EX-0698,pre-2000-single_EX-0698.H2K,,1000
pre-2000-single_EX-0699,pre-2000-single_EX-0699.H2K,,1000
pre-2000-single_EX-0700,pre-2000-single_EX-0700.H2K,,1000
pre-2000-single_EX-0701,pre-2000-single_EX-0701.H2K,,1000
pre-2000-single_EX-0702,pre-2000-single_EX-0702.H2K,,1000
pre-2000-single_EX-0703,pre-2000-single_EX-0703.H2K,,1000
pre-2000-single_EX-0704,pre-2000-single_EX-0704.H2K,,1000
pre-2000-single_EX-0705,pre-2000-single_EX-0705.H2K,,1000
pre-2000-single_EX-0706,pre-2000-single_EX-0706.H2K,,1000
pre-2000-single_EX-0707,pre-2000-single_EX-0707.H2K,,1000
pre-2000-single_EX-0708,pre-2000-single_EX-0708.H2K,,1000
pre-2000-single_EX-0709,pre-2000-single_EX-0709.H2K,,1000
pre-2000-single_EX-0710,pre-2000-single_EX-0710.H2K,,1000
pre-2000-single_EX-0711,pre-2000-single_EX-0711.H2K,,1000
pre-2000-single_EX-0712,pre-2000-single_EX-0712.H2K,,1000
pre-2000-single_EX-0713,pre-2000-single_EX-0713.H2K,,1000
pre-2000-single_EX-0714,pre-2000-single_EX-0714.H2K,,1000
pre-2000-single_EX-0715,pre-2000-single_EX-0715.H2K,,1000
pre-2000-single_EX-0716,pre-2000-single_EX-0716.H2K,,1000
pre-2000-single_EX-0717,pre-2000-single_EX-0717.H2K,,1000
pre-2000-single_EX-0718,pre-2000-single_EX-0718.H2K,,1000
pre-2000-single_EX-0719,pre-2000-single_EX-0719.H2K,,1000
pre-2000-single_EX-0720,pre-2000-single_EX-0720.H2K,,1000
pre-2000-single_EX-0721,pre-2000-single_EX-0721.H2K,,1000
pre-2000-single_EX-0722,pre-2000-single_EX-0722.H2K,,1000
pre-2000-single_EX-0723,pre-2000-single_EX-0723.H2K,,1000
pre-2000-single_EX-0724,pre-2000-single_EX-0724.H2K,,1000
pre-2000-single_EX-0725,pre-2000-single_EX-0725.H2K,,1000
pre-2000-single_EX-0726,pre-2000-single_EX-0726.H2K,,1000
pre-2000-single_EX-0727,pre-2000-single_EX-0727.H2K,,1000
pre-2000-single_EX-0728,pre-2000-single_EX-0728.H2K,,1000
pre-2000-single_EX-0729,pre-2000-single_EX-0729.H2K,,1000
pre-2000-single_EX-0730,pre-2000-single_EX-0730.H2K,,1000
pre-2000-single_EX-0731,pre-2000-single_EX-0731.H2K,,1000
pre-2000-single_EX-0732,pre-2000-single_EX-0732.H2K,,1000
pre-2000-single_EX-0733,pre-2000-single_EX-0733.H2K,,1000
pre-2000-single_EX-0734,pre-2000-single_EX-0734.H2K,,1000
pre-2000-single_EX-0735,pre-2000-single_EX-0735.H2K,,1000
pre-2000-single_EX-0736,pre-2000-single_EX-0736.H2K,,1000
pre-2000-single_EX-0737,pre-2000-single_EX-0737.H2K,,1000
pre-2000-single_EX-0738,pre-2000-single_EX-0738.H2K,,1000
pre-2000-single_EX-0739,pre-2000-single_EX-0739.H2K,,1000
pre-2000-single_EX-0740,pre-2000-single_EX-0740.H2K,,1000
pre-2000-single_EX-0741,pre-2000-single_EX-0741.H2K,,1000
pre-2000-single_EX-0742,pre-2000-single_EX-0742.H2K,,1000
pre-2000-single_EX-0743,pre-2000-single_EX-0743.H2K,,1000
pre-2000-single_EX-0744,pre-2000-single_EX-0744.H2K,,1000
pre-2000-single_EX-0745,pre-2000-single_EX-0745.H2K,,1000
pre-2000-single_EX-0746,pre-2000-single_EX-0746.H2K,,1000
pre-2000-single_EX-0747,pre-2000-single_EX-0747.H2K,,1000
pre-2000-single_EX-0748,pre-2000-single_EX-0748.H2K,,1000
pre-2000-single_EX-0749,pre-2000-single_EX-0749.H2K,,1000
pre-2000-single_EX-0750,pre-2000-single_EX-0750.H2K,,1000
pre-2000-single_EX-0751,pre-2000-single_EX-0751.H2K,,1000
pre-2000-single_EX-0752,pre-2000-single_EX-0752.H2K,,1000
pre-2000-single_EX-0753,pre-2000-single_EX-0753.H2K,,1000
pre-2000-single_EX-0754,pre-2000-single_EX-0754.H2K,,1000
pre-2000-single_EX-0755,pre-2000-single_EX-0755.H2K,,1000
pre-2000-single_EX-0756,pre-2000-single_EX-0756.H2K,,1000
pre-2000-single_EX-0757,pre-2000-single_EX-0757.H2K,,1000
pre-2000-single_EX-0758,pre-2000-single_EX-0758.H2K,,1000
pre-2000-single_EX-0759,pre-2000-single_EX-0759.H2K,,1000
pre-2000-single_EX-0760,pre-2000-single_EX-0760.H2K,,1000
pre-2000-single_EX-0761,pre-2000-single_EX-0761.H2K,,1000
pre-2000-single_EX-0762,pre-2000-single_EX-0762.H2K,,1000
pre-2000-single_EX-0763,pre-2000-single_EX-0763.H2K,,1000
pre-2000-single_EX-0764,pre-2000-single_EX-0764.H2K,,1000
pre-2000-single_EX-0765,pre-2000-single_EX-0765.H2K,,1000
pre-2000-single_EX-0766,pre-2000-single_EX-0766.H2K,,1000
pre-2000-single_EX-0767,pre-2000-single_EX-0767.H2K,,1000
pre-2000-single_EX-0768,pre-2000-single_EX-0768.H2K,,1000
pre-2000-single_EX-0769,pre-2000-single_EX-0769.H2K,,1000
pre-2000-single_EX-0770,pre-2000-single_EX-0770.H2K,,1000
pre-2000-single_EX-0771,pre-2000-single_EX-0771.H2K,,1000
pre-2000-single_EX-0772,pre-2000-single_EX-0772.H2K,,1000
pre-2000-single_EX-0773,pre-2000-single_EX-0773.H2K,,1000
pre-2000-single_EX-0774,pre-2000-single_EX-0774.H2K,,1000
pre-2000-single_EX-0775,pre-2000-single_EX-0775.H2K,,1000
pre-2000-single_EX-0776,pre-2000-single_EX-0776.H2K,,1000
pre-2000-single_EX-0777,pre-2000-single_EX-0777.H2K,,1000
pre-2000-single_EX-0778,pre-2000-single_EX-0778.H2K,,1000
pre-2000-single_EX-0779,pre-2000-single_EX-0779.H2K,,1000
pre-2000-single_EX-0780,pre-2000-single_EX-0780.H2K,,1000
pre-2000-single_EX-0781,pre-2000-single_EX-0781.H2K,,1000
pre-2000-single_EX-0782,pre-2000-single_EX-0782.H2K,,1000
pre-2000-single_EX-0783,pre-2000-single_EX-0783.H2K,,1000
pre-2000-single_EX-0784,pre-2000-single_EX-0784.H2K,,1000
pre-2000-single_EX-0785,pre-2000-single_EX-0785.H2K,,1000
pre-2000-single_EX-0786,pre-2000-single_EX-0786.H2K,,1000
pre-2000-single_EX-0787,pre-2000-single_EX-0787.H2K,,1000
pre-2000-single_EX-0788,pre-2000-single_EX-0788.H2K,,1000
pre-2000-single_EX-0789,pre-2000-single_EX-0789.H2K,,1000
pre-2000-single_EX-0790,pre-2000-single_EX-0790.H2K,,1000
pre-2000-single_EX-0791,pre-2000-single_EX-0791.H2K,,1000
pre-2000-single_EX-0792,pre-2000-single_EX-0792.H2K,,1000
pre-2000-single_EX-0793,pre-2000-single_EX-0793.H2K,,1000
pre-2000-single_EX-0794,pre-2000-single_EX-0794.H2K,,1000
pre-2000-single_EX-0795,pre-2000-single_EX-0795.H2K,,1000
pre-2000-single_EX-0796,pre-2000-single_EX-0796.H2K,,1000
pre-2000-single_EX-0797,pre-2000-single_EX-0797.H2K,,1000
pre-2000-single_EX-0798,pre-2000-single_EX-0798.H2K,,1000
pre-2000-single_EX-0799,pre-2000-single_EX-0799.H2K,,1000
pre-2000-single_EX-0800,pre-2000-single_EX-0800.H2K,,1000
pre-2000-single_EX-0801,pre-2000-single_EX-0801.H2K,,1000
pre-2000-single_EX-0802,pre-2000-single_EX-0802.H2K,,1000
pre-2000-single_EX-0803,pre-2000-single_EX-0803.H2K,,1000
pre-2000-single_EX-0804,pre-2000-single_EX-0804.H2K,,1000
pre-2000-single_EX-0805,pre-2000-single_EX-0805.H2K,,1000
pre-2000-single_EX-0806,pre-2000-single_EX-0806.H2K,,1000
pre-2000-single_EX-0807,pre-2000-single_EX-0807.H2K,,1000
pre-2000-single_EX-0808,pre-2000-single_EX-0808.H2K,,1000
pre-2000-single_EX-0809,pre-2000-single_EX-0809.H2K,,1000
pre-2000-single_EX-0810,pre-2000-single_EX-0810.H2K,,1000
pre-2000-single_EX-0811,pre-2000-single_EX-0811.H2K,,1000
pre-2000-single_EX-0812,pre-2000-single_EX-0812.H2K,,1000
pre-2000-single_EX-0813,pre-2000-single_EX-0813.H2K,,1000
pre-2000-single_EX-0814,pre-2000-single_EX-0814.H2K,,1000
pre-2000-single_EX-0815,pre-2000-single_EX-0815.H2K,,1000
pre-2000-single_EX-0816,pre-2000-single_EX-0816.H2K,,1000
pre-2000-single_EX-0817,pre-2000-single_EX-0817.H2K,,1000
pre-2000-single_EX-0818,pre-2000-single_EX-0818.H2K,,1000
pre-2000-single_EX-0819,pre-2000-single_EX-0819.H2K,,1000
pre-2000-single_EX-0820,pre-2000-single_EX-0820.H2K,,1000
